,rf,xgb,lgbm,mlp
BB_Middle,0.09227497836128803,4.062101504832754,3.420101070348299,0.0
BB_Lower,0.41154680010617917,5.2931836605757985,3.835578769329025,0.0
BB_Upper,0.13882731014618246,4.941879177698049,5.714961238653216,0.0
Signal,2.4296868186922755,3.083387151754872,6.564196547073224,0.0
MACD,9.229435124682423,17.026550732639727,21.395967227437385,0.0
