,rf,xgb,lgbm,mlp
hour,8.113369885932247,6.348639130136055,7.714939104594992,0.0
minute,-0.16289563256993378,0.0,0.0,0.0
block_size_mb,0.10008932242178863,2.3330060265551684,3.4645318359358033,0.0
hash_rate_ths,-0.09208470010805464,0.9262441197693724,1.356202447512315,0.0
mempool_size_bytes,0.017322671217401747,0.16661708305299883,0.35666506405857884,0.0
