,rf,xgb,lgbm,mlp
hour,0.4386525201714531,1.5335724342333446,2.3471799095004795,0.0
BB_Middle,0.20576553968698558,6.987663330095581,4.091242327790851,0.0
BB_Upper,0.4343442474574028,4.467378499034357,4.980601658399143,0.0
BB_Lower,0.33284513245983915,5.579383147991403,6.383810745269357,0.0
day_of_year,1.33037263295228,12.683989375752654,11.432919976220832,0.0
