mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_num_leaves,param_n_estimators,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8213950157165527,0.3328734517481728,0.09547557830810546,0.0032173228123845506,0.8,15,100,5,0.1,0.8,"{'subsample': 0.8, 'num_leaves': 15, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6530045154567558,0.6771742827985032,0.6701078228951595,0.6859947494578243,0.6771941869779151,0.6726951115172315,0.011059825137401388,15
1.7356326103210449,0.9301906317671438,0.33603744506835936,0.20232503813375152,0.6,63,200,5,0.1,0.6,"{'subsample': 0.6, 'num_leaves': 63, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.678008966547879,0.705070714039324,0.7187180361404705,0.7357677477886142,0.7361348365789773,0.714740060219053,0.021718167004927597,8
1.2585381507873534,0.668322659276749,0.13696112632751464,0.0541064146964413,1.0,31,100,3,0.05,0.6,"{'subsample': 1.0, 'num_leaves': 31, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6114837976122797,0.6092032967032966,0.5982686008423023,0.6129593137823114,0.6132723112128147,0.609037464030601,0.005573065565165577,26
1.7100184440612793,0.5071007681204855,0.17287802696228027,0.0481533689768417,1.0,31,100,-1,0.1,0.8,"{'subsample': 1.0, 'num_leaves': 31, 'n_estimators': 100, 'max_depth': -1, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6771962185842749,0.7171532846715327,0.7145287512759442,0.7348963029756539,0.7330296127562642,0.715360834052734,0.020756991119795277,7
1.0955385208129882,0.2580829031800843,0.11680035591125489,0.036019886570387544,0.6,63,100,5,0.01,0.6,"{'subsample': 0.6, 'num_leaves': 63, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",0.6175438596491227,0.6094654409261151,0.5918630554578498,0.6175390266299358,0.6229695721802792,0.6118761909686605,0.01089578442743892,25
2.2870180130004885,0.9814835985346494,0.2694333553314209,0.02487937052938714,1.0,15,500,3,0.05,1.0,"{'subsample': 1.0, 'num_leaves': 15, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.645101663585952,0.6758053461274846,0.6706586826347305,0.6824146981627296,0.678943154523619,0.6705847090069031,0.013315092060151473,17
1.1707789421081543,0.44154636860357704,0.16733160018920898,0.019674047057604678,0.8,15,200,5,0.05,0.6,"{'subsample': 0.8, 'num_leaves': 15, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6578489383919247,0.6774745975567987,0.6621231373455008,0.6787795680493657,0.6787434074753497,0.6709939297637879,0.009101113993945063,16
0.9625615119934082,0.35960744579611054,0.12663021087646484,0.005883941571744211,0.8,31,100,-1,0.05,0.8,"{'subsample': 0.8, 'num_leaves': 31, 'n_estimators': 100, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6599303135888501,0.6967138293016887,0.6853324115681529,0.7122977712410905,0.7046287809349222,0.6917806213269408,0.01825588507270124,13
2.104774570465088,0.8369000844108815,0.2508073806762695,0.009894735176325609,0.8,63,500,3,0.1,0.8,"{'subsample': 0.8, 'num_leaves': 63, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6550885724209795,0.695414722949141,0.6898444647758464,0.7156274753875751,0.7082243203276078,0.6928399111722301,0.02096052986086155,12
1.1021260261535644,0.4648122966107325,0.11741752624511718,0.017662084259265475,1.0,15,200,3,0.01,0.8,"{'subsample': 1.0, 'num_leaves': 15, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",0.5839927650915668,0.5863768765404437,0.5567860508953818,0.5700640652300525,0.5720892588738583,0.5738618033262607,0.010662171386826,30
4.427071952819825,1.021058277715182,0.876184606552124,0.17170134542377433,0.6,63,500,-1,0.1,0.8,"{'subsample': 0.6, 'num_leaves': 63, 'n_estimators': 500, 'max_depth': -1, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.7081328751431846,0.7665679799590069,0.7932960893854749,0.8255261371350986,0.830545123477865,0.784813641020126,0.044796588622341545,1
1.1284414291381837,0.46380796815788683,0.1617405891418457,0.004247800118199103,0.8,15,200,5,0.1,0.6,"{'subsample': 0.8, 'num_leaves': 15, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.6654309545875812,0.7028126058963063,0.6928179322964318,0.712857791912767,0.7048247610377788,0.695748809146173,0.01644840273532858,11
0.8488265991210937,0.3018008846859019,0.1247337818145752,0.015702178356163853,0.8,31,100,-1,0.1,0.6,"{'subsample': 0.8, 'num_leaves': 31, 'n_estimators': 100, 'max_depth': -1, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.6764807360552041,0.7113602562635853,0.7165568930274813,0.7352841486837646,0.733538041624019,0.7146440151308109,0.02123147377907674,9
0.8452734470367431,0.33269682037911646,0.09325957298278809,0.0014733391954854424,1.0,15,100,-1,0.01,0.8,"{'subsample': 1.0, 'num_leaves': 15, 'n_estimators': 100, 'max_depth': -1, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",0.6136717880204854,0.6079876774122567,0.5978161965423112,0.6037991858887382,0.612985855885956,0.6072521407499495,0.005926015775945798,28
1.4311316013336182,0.6110813616907155,0.20624375343322754,0.0337654047866642,0.6,31,200,5,0.01,0.6,"{'subsample': 0.6, 'num_leaves': 31, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",0.6251428571428571,0.6191352345906164,0.6068075117370891,0.6228932584269662,0.6301781994908586,0.6208314122776775,0.007870819559559285,23
2.056757402420044,0.5779647364128672,0.3474611759185791,0.08277244377571788,0.6,63,200,-1,0.1,0.6,"{'subsample': 0.6, 'num_leaves': 63, 'n_estimators': 200, 'max_depth': -1, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.7050691244239631,0.748886605001713,0.771246297562087,0.7929515418502203,0.7955939132409721,0.762749496415791,0.03341353009247431,2
1.3722216606140136,0.4177624727957837,0.1758951187133789,0.05060333122539652,0.6,31,200,5,0.05,0.8,"{'subsample': 0.6, 'num_leaves': 31, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6609116022099447,0.6905007448149422,0.6808412294892535,0.7077589153469296,0.7078368469294225,0.6895698677580985,0.017679795375434345,14
