mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
43.46890926361084,20.31230310111909,0.16319661140441893,0.027137792043978134,0.6,500,5,0.05,5,0.6,"{'subsample': 0.6, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 5, 'colsample_bytree': 0.6}",0.6690253366811231,0.7093528470157786,0.7194260988385334,0.741588308598618,0.7463842386971872,0.7171553659662481,0.027690543279375427,6
10.964542722702026,5.206571975217295,0.04939718246459961,0.004428216183447191,1.0,200,3,0.01,1,0.6,"{'subsample': 1.0, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 1, 'colsample_bytree': 0.6}",0.592773221015296,0.5765520372261945,0.5530348022330442,0.5617871840094063,0.5807639208467557,0.5729822330661394,0.01405852403834467,29
16.685529708862305,8.886173339291414,0.05647687911987305,0.012746672091747744,1.0,200,3,0.1,5,0.8,"{'subsample': 1.0, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.8}",0.6222924187725632,0.6529020417526955,0.648975791433892,0.6746357012750457,0.6694760820045557,0.6536564070477503,0.018420477149431024,22
30.000789403915405,13.78719744462493,0.0985490322113037,0.017813755281137454,0.6,500,3,0.05,0,0.6,"{'subsample': 0.6, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.6}",0.6506161570059333,0.6750287686996548,0.6701750371811006,0.6893636467496859,0.6826648383041938,0.6735696895881137,0.013211268279832792,14
26.39617133140564,13.855217338149695,0.07773332595825196,0.026003663661106676,1.0,100,7,0.01,1,1.0,"{'subsample': 1.0, 'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.01, 'gamma': 1, 'colsample_bytree': 1.0}",0.6395800045651678,0.638784138955548,0.6372037914691943,0.6622284512964262,0.6521586521586521,0.6459910076889976,0.009715446465263303,23
12.175315761566162,6.718326285520066,0.0909235954284668,0.06079450040953073,0.8,100,5,0.05,1,0.6,"{'subsample': 0.8, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.6}",0.6557077625570776,0.6652897303499713,0.6531136815048488,0.6729450063946052,0.6823448434094299,0.6658802048431867,0.010842574458288326,15
17.411766290664673,5.819469355543855,0.061269950866699216,0.012527722363953907,0.8,200,3,0.1,1,0.8,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1, 'colsample_bytree': 0.8}",0.6437357630979499,0.6639108967734527,0.6637474072366905,0.6727334774200886,0.6672764692430826,0.6622808027542529,0.00982793693926256,17
89.29904499053956,43.785160165207344,0.2634683132171631,0.031879292114716025,0.8,500,7,0.01,5,0.8,"{'subsample': 0.8, 'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'gamma': 5, 'colsample_bytree': 0.8}",0.6745548535324526,0.701415257162582,0.7155330882352942,0.7429027476912552,0.7435720844811754,0.7155956062205517,0.026129649443795533,7
13.287501335144043,6.3721338704426636,0.04792132377624512,0.002086038899707134,1.0,100,5,0.01,0,0.8,"{'subsample': 1.0, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.8}",0.6244772176975566,0.6011992306822039,0.5850453893932154,0.6031411157993437,0.6157906816616938,0.6059307270468027,0.013472619182109527,28
81.88034868240356,39.261339933462885,0.22600374221801758,0.03996094479318141,0.6,500,7,0.1,5,0.8,"{'subsample': 0.6, 'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.8}",0.683275663206459,0.7417990627500285,0.7638363698865591,0.7833693059184369,0.8015990862364364,0.7547758975995839,0.040921309638031866,3
10.087602663040162,4.637638831854961,0.05556731224060059,0.005659335058225687,0.8,100,5,0.05,5,0.6,"{'subsample': 0.8, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 5, 'colsample_bytree': 0.6}",0.645301094890511,0.6617596319723978,0.6570631970260224,0.6729144972810367,0.6737229636447308,0.6621522769629398,0.010580372568057436,18
12.769476318359375,5.8780060558395215,0.056111907958984374,0.003628951599204259,0.8,200,3,0.1,5,0.6,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.6}",0.6320743887039375,0.659158814065732,0.6576161988034975,0.6773053687450131,0.6681859617137649,0.658868146406389,0.01514140126918563,20
7.975209331512451,3.668836582849794,0.05143680572509766,0.017169240517866433,1.0,100,3,0.1,0,0.8,"{'subsample': 1.0, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",0.626173509783961,0.6326319420489823,0.6220073121830405,0.6406322640632264,0.6391681109185442,0.6321226277995509,0.007211432006332572,25
20.325829458236694,10.165758131573197,0.09104042053222657,0.011260678297324678,0.6,200,5,0.05,0,0.6,"{'subsample': 0.6, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.6}",0.6651391912017414,0.6846330275229358,0.6958113984893569,0.7176859127661999,0.7078832452309813,0.6942305550422431,0.01831648877889561,11
37.77634749412537,11.78757293452006,0.1171069622039795,0.04061334353565919,0.6,500,5,0.1,5,0.6,"{'subsample': 0.6, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.6}",0.6760627936289676,0.7171232876712329,0.733013040494166,0.7561531449407476,0.7652689152233365,0.7295242363916901,0.03165710656644519,4
18.57610454559326,6.374627702908994,0.05584359169006348,0.013660303972689674,0.6,200,5,0.05,1,0.8,"{'subsample': 0.6, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.8}",0.6684216550303308,0.6967063129002745,0.6910382764153106,0.7174134997163926,0.714985754985755,0.6977130998096127,0.01783258813411349,9
