,rf,xgb,lgbm,mlp
hour,14.703998903936302,8.174755416900862,8.882723651232117,0.0
minute,-0.45347050737907296,-0.03863075297047422,-0.0414776567524165,0.0
block_size_mb,0.3151853822072358,3.212758206702625,4.05350718896042,0.0
hash_rate_ths,0.12568924503819126,1.1290572470850815,1.5442752331334877,0.0
market_cap_usd,0.06849128469068978,0.8723367143208323,0.9132044377416795,0.0
