,rf,xgb,lgbm,mlp
BB_Lower,1.6416885718116676,5.337251147590619,7.596969267540908,0.0
BB_Middle,1.3718591566827323,6.449932327092759,6.541531841482186,0.0
BB_Upper,1.6682937957285735,10.05746906288488,10.31395999489412,0.0
EMA_6,1.448169488372338,13.225977545951448,10.852648426251644,0.0
MACD,18.049710543423675,16.975032710512085,19.371836215082087,0.0
