,rf,xgb,lgbm,mlp
Signal,0.2975444122338325,-2.4914951142323316,-0.5364812968186802,0.0
MACD,6.652971705641811,13.74547438423878,19.50476331020131,0.0
Volatility,-0.06658513503166648,-0.7418977906767786,0.5002975351561515,0.0
BB_Upper,-0.4285348391685582,2.4734911451234884,3.579720992146923,0.0
BB_Lower,-0.49728255268274457,1.7095639536669802,1.2051244195678759,0.0
